Name,EvolvedIn,Culture#,Day#,TimeMeasured,IC95,IC75,IC50,0.04,0.1,0.26,0.66,1.64,4.1,10.2,25.6,64,160,400,1000,1750,2500,fIC50-A,fIC50-B,h-A,h-B
V1D18,V041,1,18,24,400.0,160.0,160.0,0.66115,0.58325,0.5459,0.50705,0.5152,0.52885,0.5536,0.5799,0.5596,0.08695,0.0,0.03405,0.08545,0.10725,141.7230599000733,141.71530750674094,13.951908282285656,13.945629793472403
V1D19,V041,1,19,24,400.0,160.0,160.0,0.62365,0.51475,0.4997,0.48445,0.4949,0.52315,0.5341,0.5833,0.5692,0.12365,0.0,0.0,0.04515,0.03255,147.64670449425327,147.64670449590992,14.999999613344867,14.999999615441228
V1D20,V041,1,20,24,160.0,160.0,160.0,0.65885,0.50345,0.4983,0.46425,0.4878,0.49755,0.5419,0.5674,0.5538,0.00125,0.0,0.0,0.04345,0.00225,111.86245040015058,111.86244808120391,14.9999999894315,14.999999989005337
V1D21,V041,1,21,24,400.0,400.0,160.0,0.68875,0.50345,0.4988,0.49015,0.4971,0.54315,0.5337,0.5559,0.5915,0.23965,0.0,0.0,0.02695,0.0,157.44601849376798,157.4460184926459,14.999997096733052,14.999997097985979
T1D1,TMP,1,1,48,10.2,10.2,4.1,0.7009,0.49975,0.53405,0.4784,0.3668,0.3389,0.0,0.0,0.00025,0.0,0.00075,0.0,0.0,0.0,2.909817134004091,2.909817083939237,1.290659727263231,1.290659723773712
T1D2,TMP,1,2,48,10.2,10.2,10.2,0.7158,0.50925,0.51125,0.4245,0.4744,0.3637,0.0,0.0,0.00045,0.0,0.00155,0.0,0.00055,0.0,4.783693660026257,4.783693734857818,5.032546645640939,5.032546272146499
T1D3,TMP,1,3,48,400.0,400.0,400.0,0.6854,0.63915,0.62925,0.5773,0.5774,0.5353,0.5395,0.564,0.43085,0.3958,0.00035,0.0001,0.00295,0.0,177.24184583907902,177.241853790158,2.364066375460633,2.3640666533022197
T1D4,TMP,1,4,48,400.0,400.0,400.0,0.7072,0.66975,0.63505,0.5979,0.5689,0.5629,0.5577,0.5905,0.44035,0.3688,0.00035,0.0,0.00115,0.0,150.93009018736612,150.93008828662371,1.9001885018441271,1.9001884468567618
T1D5,TMP,1,5,48,1000.0,1000.0,1000.0,0.5855,0.57065,0.51135,0.5542,0.5327,0.7107,0.6018,0.6191,0.49005,0.4375,0.39755,0.0012,0.01665,0.00265,486.3493998316278,486.34941155945404,3.7804878686150087,3.780487323064024
T1D6,TMP,1,6,48,1000.0,1000.0,1000.0,0.5979,0.59635,0.57245,0.5567,0.5857,0.7059,0.563,0.5906,0.52835,0.4067,0.50255,0.003,0.01045,0.00185,530.4982553447863,530.498162241864,7.050103105061124,7.05010789093429
T1D7,TMP,1,7,48,2500.0,1750.0,1000.0,0.612,0.57485,0.55835,0.5487,0.5877,0.6789,0.595,0.6546,0.48895,0.4481,0.56425,0.2922,0.12125,0.00515,1026.9978144113986,1026.997809099778,2.987154143568936,2.987154212664475
T1D8,TMP,1,8,48,6250.0,2500.0,1750.0,0.6895,0.66255,0.63805,0.6363,0.6733,0.7342,0.6808,0.7042,0.69135,0.6534,0.52625,0.4236,0.29275,0.04525,1193.1032953136923,1193.1032938137942,1.7951397975403074,1.7951397945074
T1D9,TMP,1,9,48,6250.0,2500.0,1750.0,0.6153,0.59555,0.62085,0.5585,0.6301,0.6924,0.6222,0.6255,0.62605,0.611,0.48745,0.4462,0.29485,0.07585,1442.2485517485204,1442.2485604887058,2.14166551429413,2.141665567847941
T1D10,TMP,1,10,48,6250.0,2500.0,1750.0,0.6864,0.62995,0.66795,0.6417,0.7037,0.6818,0.6811,0.7009,0.70695,0.6724,0.54695,0.4777,0.33185,0.06675,1443.5045276708952,1443.5045173003673,2.283638600251432,2.283638568015532
T1D11,TMP,1,11,48,6250.0,2500.0,1750.0,0.6156,0.56495,0.74915,0.5751,0.7755,0.6408,0.636,0.6699,0.66355,0.6407,0.51315,0.4838,0.36555,0.08245,1593.9594060967083,1593.9594114262945,2.375930984445326,2.3759309444804404
T1D12,TMP,1,12,48,6250.0,2500.0,1750.0,0.7028,0.56995,0.59305,0.5543,0.6197,0.6473,0.6539,0.6608,0.64355,0.6547,0.50415,0.4267,0.30025,0.11875,1424.6858755336084,1424.6858794439909,1.7739516105966395,1.7739516738075183
T1D13,TMP,1,13,48,6250.0,2500.0,1000.0,0.8834,0.57615,0.59445,0.5703,0.5516,0.6069,0.6072,0.6071,0.61305,0.6,0.47135,0.4345,0.34345,0.13465,1515.1399830770006,1515.1399665060262,1.345135936513379,1.3451360147094862
T1D14,TMP,1,14,48,6250.0,2500.0,2500.0,0.5582,0.51755,0.50815,0.5332,0.5221,0.5838,0.5273,0.5941,0.57395,0.5911,0.49025,0.4364,0.36045,0.14285,1930.3283483285124,1930.3283553556464,2.7338633029945636,2.733863252082639
T1D15,TMP,1,15,48,6250.0,6250.0,2500.0,0.5543,0.53485,0.52575,0.5509,0.5122,0.5686,0.5415,0.5766,0.56535,0.5816,0.49515,0.4269,0.34295,0.15645,1893.410857327797,1893.4108551700363,2.2913741558052227,2.2913740559460667
T1D16,TMP,1,16,48,6250.0,6250.0,2500.0,0.5548,0.51365,0.51035,0.4945,0.4891,0.5825,0.5281,0.5658,0.55535,0.5656,0.47525,0.4148,0.34295,0.14735,1908.0480069172222,1908.048013229485,2.3407559250612606,2.3407559080138367
T1D17,TMP,1,17,48,6250.0,6250.0,2500.0,0.5347,0.52925,0.50475,0.5112,0.4956,0.5844,0.5351,0.5938,0.55925,0.5638,0.50195,0.4118,0.35935,0.15525,1949.6698285519712,1949.6698298074227,2.313133774251011,2.31313380618344
T1D18,TMP,1,18,48,6250.0,2500.0,2500.0,0.6019,0.54945,0.54535,0.5179,0.4991,0.6365,0.5584,0.6007,0.58295,0.5760000000000001,0.48395,0.4203,0.35505,0.14975,1830.5511088609233,1830.551104835494,1.9345097222524006,1.9345096580524814
T1D19,TMP,1,19,48,6250.0,6250.0,2500.0,0.5987,0.55635,0.50825,0.5513,0.4922,0.6422,0.5853,0.6214,0.57845,0.5885,0.49295,0.4161,0.34635,0.16415,1814.346456628697,1814.3464556210074,1.786850861242512,1.7868508466720678
T1D20,TMP,1,20,48,6250.0,6250.0,2500.0,0.6436,0.59695,0.52145,0.5651,0.4863,0.6475,0.6243,0.6269,0.64265,0.6372,0.50695,0.4023,0.34405,0.16855,1686.0767600067977,1686.0767366416883,1.6351174777081574,1.6351174415967094
T1D21,TMP,1,21,48,6250.0,2500.0,1750.0,0.6086,0.55715,0.58025,0.5272,0.5874,0.7119,0.6157,0.6567,0.61925,0.6198,0.52425,0.4278,0.32825,0.15025,1627.4276642032924,1627.4276739433953,1.8260998546276226,1.826099849909631
V1D1,V041,1,1,48,1.64,1.64,0.66,0.3594,0.5527,0.57645,0.24535,0.0011,0.00055,0.0,0.0,0.0,0.0,0.00255,0.0,0.001,0.0363,0.659028274684506,0.6590282746439193,14.999999997041273,14.99999999699095
V1D2,V041,1,2,48,10.2,10.2,4.1,0.392,0.5472,0.57415,0.50115,0.4692,0.26925,0.0019,0.0,0.0,0.0023,0.0,0.0,0.0389,0.0511,4.237393352544848,4.23739335057664,3.893590250819006,3.893590314485707
V1D3,V041,1,3,48,10.2,10.2,4.1,0.4366,0.5744,0.60315,0.48385,0.4681,0.20985,0.0007,0.0,0.0,0.003,0.0,0.0114,0.0801,0.0817,3.5025674531484943,3.5025675296779766,2.915415929617704,2.915416312908189
V1D4,V041,1,4,48,25.6,25.6,25.6,0.5156,0.6241,0.65915,0.57155,0.5548,0.51225,0.365,0.0,0.0,0.0017,0.0,0.0042,0.1003,0.0588,11.542548283870476,11.54254820848757,4.0597407429705115,4.059740966486533
V1D5,V041,1,5,48,64.0,25.6,25.6,0.4903,0.6252,0.63475,0.57425,0.5636,0.58315,0.4874,0.0405,0.0,0.0014,0.0,0.0474,0.0898,0.0537,14.639932127273156,14.639932120120699,4.641134796598989,4.641134719137837
V1D6,V041,1,6,48,64.0,64.0,25.6,0.5607,0.6429,0.61595,0.61695,0.5653,0.48675,0.5442,0.2069,0.0,0.0015,0.00305,0.0031,0.0576,0.0,21.39792814487135,21.397928394279575,3.3836931828056307,3.3836933939862166
V1D7,V041,1,7,48,64.0,64.0,64.0,0.5429999999999999,0.6005,0.58515,0.57755,0.6096,0.43495,0.583,0.3203,0.0,0.0014,0.0,0.0045,0.0889,0.1693,26.090845847940752,26.0908466708853,14.832897089407592,14.832872472564532
V1D8,V041,1,8,48,64.0,64.0,64.0,0.6441,0.6606,0.63775,0.61975,0.6654,0.57175,0.6319,0.545,0.0001,0.0022,0.00085,0.0,0.0981,0.1608,30.14540350944711,30.14514239819457,11.153707073462602,11.154305207545594
V1D9,V041,1,9,48,160.0,160.0,64.0,0.6513,0.6627,0.63855,0.61615,0.6551,0.55255,0.6994,0.6012,0.2105,0.0031,0.0,0.0188,0.1032,0.1539,53.38962055077874,53.38962069426826,3.9574021481978146,3.957402174469346
